ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
31663	"ENSG00000174775.16"	"HRAS"	chr11	-	533276	533358	532241	532755	533452	533612	31663	50,71,44	436,406,156	75,58,65	158,148,163	171	89	3.67945784951e-10	1.55441427678e-08	0.056,0.083,0.128	0.198,0.169,0.172	-0.091
30657	"ENSG00000257365.7"	"FNTB"	chr14	+	65032358	65032521	65027697	65027781	65032609	65032696	30657	6,0,3	90,99,28	14,12,31	52,50,96	252	89	3.68889918612e-10	1.5546485247e-08	0.023,0.0,0.036	0.087,0.078,0.102	-0.069
12218	"ENSG00000077380.15"	"DYNC1I2"	chr2	+	171712766	171712826	171706889	171707377	171715327	171715443	12218	23,18,14	103,62,27	3,1,5	54,74,95	149	89	3.71488728668e-10	1.56256093988e-08	0.118,0.148,0.236	0.032,0.008,0.03	0.144
35925	"ENSG00000150756.13"	"FAM173B"	chr5	-	10235210	10235261	10227579	10227647	10236477	10236615	35925	71,108,53	14,16,5	8,5,3	8,9,10	140	89	3.85364851141e-10	1.61778554369e-08	0.763,0.811,0.871	0.389,0.261,0.16	0.545
20826	"ENSG00000197712.11"	"FAM114A1"	chr4	+	38868397	38868546	38867815	38867834	38878070	38878426	20826	62,35,7	6,2,0	27,30,78	42,35,37	238	89	3.86845999678e-10	1.62086229111e-08	0.794,0.867,1.0	0.194,0.243,0.441	0.594
27026	"ENSG00000076685.18"	"NT5C2"	chr10	-	103100662	103100943	103099925	103100019	103101044	103101102	27026	15,7,3	268,227,101	14,29,38	90,178,185	370	89	3.88070908741e-10	1.62285560331e-08	0.013,0.007,0.007	0.036,0.038,0.047	-0.031
35124	"ENSG00000103126.14"	"AXIN1"	chr16	-	291189	291297	289439	289607	293487	293718	35124	32,34,10	74,93,30	63,97,77	52,86,63	197	89	3.95857902014e-10	1.65223003342e-08	0.163,0.142,0.131	0.354,0.338,0.356	-0.204
10106	"ENSG00000155229.20"	"MMS19"	chr10	-	97459361	97459505	97459222	97459282	97459658	97459741	10106	370,379,112	6,24,10	198,277,383	1,1,1	233	89	3.97046728828e-10	1.65400504613e-08	0.959,0.858,0.811	0.987,0.991,0.993	-0.114
32538	"ENSG00000196498.13"	"NCOR2"	chr12	-	124374412	124374463	124372021	124372610	124378236	124378384	32538	53,62,13	20,33,6	47,38,76	91,78,98	140	89	3.97844535094e-10	1.6541474701e-08	0.628,0.544,0.579	0.247,0.236,0.33	0.313
38036	"ENSG00000077782.19"	"FGFR1"	chr8	-	38423024	38423175	38421796	38421941	38424508	38424699	38036	68,71,39	90,106,75	111,95,165	47,66,88	240	89	4.11049749793e-10	1.70577771648e-08	0.219,0.199,0.162	0.467,0.348,0.41	-0.215
11536	"ENSG00000262481.5"	"TMEM256-PLSCR3"	chr17	-	7393143	7393364	7392790	7392952	7393466	7393509	11536	204,149,94	30,41,17	194,201,292	4,1,21	310	89	4.2310288606e-10	1.75243876058e-08	0.661,0.511,0.614	0.933,0.983,0.8	-0.31
23848	"ENSG00000124496.12"	"TRERF1"	chr6	-	42263319	42263568	42259338	42259723	42264703	42264854	23848	20,32,11	4,9,7	35,35,67	1,0,1	338	89	4.2610159845e-10	1.76149099726e-08	0.568,0.484,0.293	0.902,1.0,0.946	-0.501
9427	"ENSG00000122483.17"	"CCDC18"	chr1	+	93183977	93184146	93183359	93183495	93186344	93186503	9427	114,107,36	24,13,12	22,18,40	0,0,0	258	89	4.49863035712e-10	1.85617772945e-08	0.621,0.74,0.509	1.0,1.0,1.0	-0.377
14031	"ENSG00000109184.14"	"DCUN1D4"	chr4	+	51887122	51887244	51886567	51886638	51891759	51891851	14031	3,4,0	148,100,67	12,8,19	58,67,73	211	89	4.65569138797e-10	1.91733054841e-08	0.008,0.017,0.0	0.08,0.048,0.099	-0.067
18046	"ENSG00000132950.18"	"ZMYM5"	chr13	-	19838699	19838985	19837464	19837821	19851354	19851448	18046	80,43,21	17,9,11	40,65,130	0,1,4	375	89	5.16255149741e-10	2.12203397603e-08	0.528,0.531,0.312	1.0,0.939,0.885	-0.484
6135	"ENSG00000006468.13"	"ETV1"	chr7	-	13989267	13989464	13989007	13989139	13989562	13989946	6135	72,49,3	65,37,10	58,81,136	8,8,29	286	89	5.23295295984e-10	2.14689823894e-08	0.256,0.292,0.085	0.693,0.759,0.593	-0.471
17421	"ENSG00000102710.19"	"SUPT20H"	chr13	-	37025319	37025437	37024339	37024442	37026203	37026236	17421	329,259,129	2,0,1	109,132,161	2,11,14	207	89	5.25277710217e-10	2.14801637412e-08	0.986,1.0,0.982	0.959,0.838,0.832	0.113
38176	"ENSG00000137497.17"	"NUMA1"	chr11	-	72069841	72069911	72035901	72035975	72080457	72080693	38176	143,133,59	1,0,1	84,77,153	11,8,12	159	89	5.25551047126e-10	2.14801637412e-08	0.988,1.0,0.971	0.81,0.843,0.877	0.143
25218	"ENSG00000168397.16"	"ATG4B"	chr2	+	241653306	241653369	241651263	241651335	241653511	241653610	25218	66,65,21	169,174,94	16,14,9	143,107,129	152	89	5.27185628485e-10	2.15063937556e-08	0.186,0.179,0.116	0.061,0.071,0.039	0.103
23932	"ENSG00000005448.16"	"WDR54"	chr2	+	74423477	74423531	74423190	74423385	74423854	74423982	23932	179,137,64	2,0,0	364,380,512	30,24,30	143	89	5.47259237926e-10	2.22833263383e-08	0.982,1.0,1.0	0.883,0.908,0.914	0.092
19256	"ENSG00000095787.21"	"WAC"	chr10	+	28611254	28611481	28610698	28610821	28611773	28611922	19256	20,12,4	356,308,164	51,45,43	294,308,381	316	89	5.65305136035e-10	2.29749340653e-08	0.016,0.011,0.007	0.047,0.04,0.031	-0.028
1696	"ENSG00000149932.16"	"TMEM219"	chr16	+	29972041	29972140	29971407	29971578	29972949	29973048	1696	53,37,26	108,113,28	13,22,25	123,211,157	188	89	5.81029335756e-10	2.35697705452e-08	0.189,0.134,0.305	0.048,0.047,0.07	0.154
4597	"ENSG00000164088.17"	"PPM1M"	chr3	+	52246973	52247228	52246445	52246812	52247681	52247794	4597	86,52,17	7,8,2	75,73,76	0,0,0	344	89	5.84748915955e-10	2.36763196587e-08	0.761,0.627,0.687	1.0,1.0,1.0	-0.308
18290	"ENSG00000120438.11"	"TCP1"	chr6	-	159788057	159788143	159787742	159787871	159789404	159789749	18290	6414,6251,3051	39,49,16	2180,2061,2689	24,32,68	175	89	6.10246742028e-10	2.46626211302e-08	0.988,0.985,0.99	0.979,0.97,0.953	0.02
27587	"ENSG00000006432.15"	"MAP3K9"	chr14	-	70735960	70736029	70734385	70734498	70738244	70738398	27587	9,11,3	18,3,4	0,0,0	20,16,20	158	89	6.11554584751e-10	2.46694514244e-08	0.22,0.674,0.297	0.0,0.0,0.0	0.397
2940	"ENSG00000134759.13"	"ELP2"	chr18	+	36139418	36139613	36138794	36138872	36141136	36141201	2940	11,10,2	210,134,94	10,19,32	64,86,92	284	89	6.13201156519e-10	2.46898948931e-08	0.016,0.023,0.007	0.047,0.065,0.098	-0.055
5178	"ENSG00000181135.15"	"ZNF707"	chr8	+	143692000	143692107	143691599	143691713	143692244	143692330	5178	2,6,1	1,5,2	1,3,4	0,0,0	196	89	6.22308538034e-10	2.50101067735e-08	0.476,0.353,0.185	1.0,1.0,1.0	-0.662
20106	"ENSG00000129187.14"	"DCTD"	chr4	-	182916418	182916539	182915460	182915575	182917287	182917389	20106	46,71,26	86,100,41	6,15,11	53,52,87	210	89	6.42773612114e-10	2.57847444178e-08	0.185,0.231,0.212	0.046,0.109,0.051	0.141
3635	"ENSG00000119185.12"	"ITGB1BP1"	chr2	-	9418625	9418732	9412268	9412405	9423372	9423456	3635	338,365,166	53,19,14	157,152,150	57,44,45	196	89	6.55983933839e-10	2.62660332252e-08	0.743,0.897,0.843	0.556,0.611,0.602	0.238
35691	"ENSG00000148358.19"	"GPR107"	chr9	+	130110369	130110426	130107495	130107539	130124914	130124964	35691	80,54,11	37,48,17	10,17,30	72,88,118	146	89	6.59552967797e-10	2.63602147388e-08	0.569,0.407,0.283	0.078,0.105,0.134	0.314
30180	"ENSG00000145725.19"	"PPIP5K2"	chr5	+	103186319	103186439	103184671	103184744	103190841	103190982	30180	62,48,29	73,68,33	2,6,9	17,30,56	209	89	6.70867139618e-10	2.67630275845e-08	0.266,0.231,0.272	0.048,0.078,0.064	0.193
9111	"ENSG00000129515.18"	"SNX6"	chr14	-	34608029	34608140	34605595	34605717	34609637	34609742	9111	1286,1195,470	49,49,18	534,799,1055	5,11,10	200	89	6.93311408284e-10	2.76075583203e-08	0.921,0.916,0.921	0.979,0.97,0.979	-0.057
32234	"ENSG00000123179.13"	"EBPL"	chr13	-	49669776	49669846	49663056	49663195	49691253	49691463	32234	381,345,168	32,25,10	187,198,352	47,48,60	159	89	7.0203931557e-10	2.79038085392e-08	0.87,0.885,0.904	0.69,0.698,0.767	0.168
3360	"ENSG00000101194.17"	"SLC17A9"	chr20	+	62953210	62953272	62952706	62952889	62956764	62956962	3360	12,11,3	42,41,15	0,0,3	52,41,90	151	89	7.18816339784e-10	2.85183141985e-08	0.144,0.137,0.105	0.0,0.0,0.019	0.122
29477	"ENSG00000125107.17"	"CNOT1"	chr16	-	58623281	58623409	58599373	58599511	58629727	58629885	29477	10,36,8	168,184,78	3,4,5	135,147,318	217	89	7.31772531459e-10	2.89792624798e-08	0.024,0.074,0.04	0.009,0.011,0.006	0.037
9247	"ENSG00000092871.16"	"RFFL"	chr17	-	35014739	35014763	35012001	35012149	35016369	35016580	9247	105,106,50	14,5,4	48,54,90	22,25,30	113	89	7.80753905971e-10	3.08625750203e-08	0.855,0.943,0.908	0.632,0.63,0.703	0.247
6451	"ENSG00000177879.14"	"AP3S1"	chr5	+	115852978	115853014	115841996	115842106	115866669	115866761	6451	77,78,29	2283,2115,851	20,22,46	1656,2211,2583	125	89	7.89344589691e-10	3.11453233186e-08	0.023,0.026,0.024	0.009,0.007,0.013	0.015
4394	"ENSG00000162959.13"	"MEMO1"	chr2	-	31891991	31892134	31869850	31869952	31917925	31918037	4394	421,436,221	2,5,2	168,247,320	17,15,11	232	89	7.9585071866e-10	3.13449423048e-08	0.988,0.971,0.977	0.791,0.863,0.918	0.121
27641	"ENSG00000172590.18"	"MRPL52"	chr14	+	22833417	22833482	22830186	22830254	22834171	22835037	27641	1186,1363,529	81,83,19	469,463,445	8,5,10	154	89	8.29710744554e-10	3.26192271298e-08	0.894,0.905,0.941	0.971,0.982,0.963	-0.059
29621	"ENSG00000205531.12"	"NAP1L4"	chr11	-	2989128	2989271	2979206	2979237	2992253	2992377	29621	137,170,63	281,291,102	15,38,39	93,125,201	232	89	8.43646486004e-10	3.31070111953e-08	0.158,0.183,0.192	0.058,0.104,0.069	0.101
25305	"ENSG00000140382.14"	"HMG20A"	chr15	+	77447718	77447811	77420673	77421004	77458403	77458496	25305	29,13,5	134,99,42	1,4,6	68,155,193	182	89	8.54950554796e-10	3.34899437938e-08	0.096,0.06,0.055	0.007,0.012,0.015	0.059
7069	"ENSG00000009844.15"	"VTA1"	chr6	+	142203984	142204065	142198438	142198615	142218497	142224689	7069	754,748,316	15,13,4	323,402,420	19,24,33	170	89	8.60757909393e-10	3.3656566486e-08	0.963,0.968,0.976	0.899,0.898,0.87	0.08
17102	"ENSG00000197694.14"	"SPTAN1"	chr9	+	128592982	128593042	128591476	128591625	128594174	128594373	17102	239,208,73	4,1,0	79,101,195	7,9,18	149	89	9.10730713066e-10	3.55463940656e-08	0.973,0.992,1.0	0.871,0.87,0.866	0.119
6945	"ENSG00000258890.6"	"CEP95"	chr17	+	64516722	64516828	64514247	64514358	64519320	64519436	6945	368,274,181	19,15,0	78,113,132	13,16,31	195	89	9.21463905179e-10	3.59006315e-08	0.898,0.893,1.0	0.733,0.763,0.66	0.212
11953	"ENSG00000155099.7"	"TMEM55A"	chr8	-	91024288	91024366	91021255	91021404	91040643	91040872	11953	10,16,3	42,47,12	0,0,1	29,46,38	167	89	9.24996190754e-10	3.59735502408e-08	0.113,0.154,0.118	0.0,0.0,0.014	0.124
22258	"ENSG00000172954.13"	"LCLAT1"	chr2	+	30476576	30476635	30447255	30447383	30525586	30525755	22258	16,10,3	33,31,13	0,0,0	13,14,36	148	89	9.42723898945e-10	3.65972851236e-08	0.226,0.162,0.122	0.0,0.0,0.0	0.17
18644	"ENSG00000101654.17"	"RNMT"	chr18	+	13730626	13730755	13726703	13726729	13731475	13731821	18644	260,291,70	14,3,0	174,244,397	14,45,56	218	89	9.65433732958e-10	3.74118524568e-08	0.883,0.975,1.0	0.835,0.689,0.743	0.197
26130	"ENSG00000127603.23"	"MACF1"	chr1	+	39465094	39465112	39463611	39463686	39468614	39468732	26130	27,17,12	97,85,29	68,94,136	88,100,157	107	89	9.78177427946e-10	3.78379990074e-08	0.188,0.143,0.256	0.391,0.439,0.419	-0.221
15283	"ENSG00000141738.13"	"GRB7"	chr17	+	39745912	39746000	39745727	39745788	39746108	39746202	15283	77,64,22	19,10,4	428,316,353	19,9,10	177	89	1.04346586927e-09	4.02915466312e-08	0.671,0.763,0.734	0.919,0.946,0.947	-0.215
18953	"ENSG00000129566.12"	"TEP1"	chr14	-	20381552	20381686	20381312	20381401	20381912	20382063	18953	7,1,1	8,3,3	20,29,46	1,0,5	223	89	1.05163955322e-09	4.05349039179e-08	0.259,0.117,0.117	0.889,1.0,0.786	-0.727
4007	"ENSG00000196305.17"	"IARS"	chr9	-	92288125	92288282	92287790	92287910	92289300	92289426	4007	2837,2395,864	36,39,9	655,760,1169	1,0,0	246	89	1.17013054801e-09	4.50219679058e-08	0.966,0.957,0.972	0.996,1.0,1.0	-0.034
17788	"ENSG00000104529.17"	"EEF1D"	chr8	-	143593892	143594071	143586728	143586852	143597347	143597675	17788	67,122,66	1404,1582,782	48,33,36	1234,1312,1526	268	89	1.18339538169e-09	4.53711694835e-08	0.016,0.025,0.027	0.013,0.008,0.008	0.013
28723	"ENSG00000006327.13"	"TNFRSF12A"	chr16	+	3021214	3021319	3020311	3020491	3021554	3021689	28723	1441,1592,710	21,20,7	493,652,790	36,35,13	194	89	1.18293075335e-09	4.53711694835e-08	0.969,0.973,0.979	0.863,0.895,0.965	0.066
7249	"ENSG00000110321.15"	"EIF4G2"	chr11	-	10801660	10801774	10800961	10801087	10802048	10802209	7249	6417,6251,2734	374,367,172	2323,2547,3357	66,71,121	203	89	1.21193488578e-09	4.63832747275e-08	0.883,0.882,0.875	0.939,0.94,0.924	-0.054
16708	"ENSG00000161999.11"	"JMJD8"	chr16	-	682952	683087	682405	682874	683166	683234	16708	681,632,371	80,35,22	338,264,359	7,7,4	224	89	1.21460130842e-09	4.6403339582e-08	0.772,0.878,0.87	0.95,0.937,0.973	-0.113
30194	"ENSG00000167635.11"	"ZNF146"	chr19	+	36218121	36218195	36215132	36215196	36228747	36228819	30194	125,213,90	133,116,52	36,44,57	78,104,125	163	89	1.23189070056e-09	4.69810147104e-08	0.339,0.501,0.486	0.201,0.188,0.199	0.246
21635	"ENSG00000016864.17"	"GLT8D1"	chr3	-	52704723	52704952	52700444	52700496	52705446	52705764	21635	225,180,89	70,81,17	197,268,329	10,12,35	318	89	1.2762262358e-09	4.85010749472e-08	0.474,0.383,0.594	0.846,0.862,0.725	-0.327
8369	"ENSG00000104756.15"	"KCTD9"	chr8	-	25446128	25446250	25440576	25440673	25458198	25458387	8369	154,137,34	20,14,10	95,154,158	3,1,2	211	89	1.27571941899e-09	4.85010749472e-08	0.765,0.805,0.589	0.93,0.985,0.971	-0.242
13088	"ENSG00000148481.13"	"FAM188A"	chr10	-	15838227	15838279	15837203	15837318	15841425	15841599	13088	199,141,61	24,15,3	38,23,45	15,12,24	141	89	1.30308575041e-09	4.94351024963e-08	0.84,0.856,0.928	0.615,0.547,0.542	0.307
367	"ENSG00000165905.17"	"LARGE2"	chr11	+	45928176	45928372	45927919	45928069	45928629	45929096	367	297,275,100	9,18,9	94,112,243	0,0,1	285	89	1.31868305164e-09	4.9939357106e-08	0.912,0.827,0.776	1.0,1.0,0.987	-0.157
29624	"ENSG00000205531.12"	"NAP1L4"	chr11	-	2949226	2949264	2945434	2945646	2951258	2951315	29624	367,332,132	632,540,299	52,86,97	214,281,370	127	89	1.33986155504e-09	5.06400180789e-08	0.289,0.301,0.236	0.146,0.177,0.155	0.116
3666	"ENSG00000153130.17"	"SCOC"	chr4	+	140379568	140379652	140379120	140379192	140380961	140381280	3666	572,484,198	39,32,28	350,539,479	8,19,3	173	89	1.34185995648e-09	5.06400180789e-08	0.883,0.886,0.784	0.957,0.936,0.988	-0.109
12450	"ENSG00000159140.18"	"SON"	chr21	+	33572550	33572630	33568970	33569087	33573307	33573455	12450	20,32,16	330,355,172	3,0,2	127,167,303	169	89	1.40130906878e-09	5.27915774746e-08	0.031,0.045,0.047	0.012,0.0,0.003	0.036
11194	"ENSG00000103121.8"	"CMC2"	chr16	-	80980769	80980879	80975935	80976179	80997313	80997429	11194	186,217,112	29,13,11	127,151,106	37,78,39	199	89	1.41816736132e-09	5.33339260085e-08	0.742,0.882,0.82	0.606,0.464,0.549	0.275
21615	"ENSG00000197713.14"	"RPE"	chr2	+	210016203	210016257	210015972	210016112	210016506	210016641	21615	10,20,4	244,198,72	16,39,29	92,121,124	143	89	1.44173906147e-09	5.41264324949e-08	0.025,0.059,0.033	0.098,0.167,0.127	-0.092
20279	"ENSG00000108395.13"	"TRIM37"	chr17	-	59001597	59001714	58998201	58999459	59012327	59012446	20279	424,433,189	35,37,17	144,187,242	33,51,49	206	89	1.48868961602e-09	5.57923779623e-08	0.84,0.835,0.828	0.653,0.613,0.681	0.185
6090	"ENSG00000178927.17"	"C17orf62"	chr17	-	82447579	82447621	82446622	82446696	82450699	82450743	6090	34,45,32	1,0,0	4,7,29	6,8,4	131	89	1.54880708259e-09	5.79451796599e-08	0.959,1.0,1.0	0.312,0.373,0.831	0.481
16982	"ENSG00000149929.15"	"HIRIP3"	chr16	-	29993905	29994843	29993639	29993808	29995102	29995217	16982	2244,2055,907	37,58,17	892,1032,1188	4,3,9	1027	89	1.55237167565e-09	5.79784055826e-08	0.84,0.754,0.822	0.951,0.968,0.92	-0.141
11745	"ENSG00000178252.17"	"WDR6"	chr3	+	49011420	49011516	49007392	49007531	49011634	49012251	11745	46,61,25	205,199,70	16,10,14	121,142,201	185	89	1.62440816354e-09	6.05644227859e-08	0.097,0.129,0.147	0.06,0.033,0.032	0.083
31758	"ENSG00000148399.12"	"DPH7"	chr9	-	137576308	137576402	137576079	137576167	137577469	137577603	31758	56,49,10	162,178,79	32,25,61	44,33,50	183	89	1.63636026951e-09	6.09052167665e-08	0.144,0.118,0.058	0.261,0.269,0.372	-0.194
12321	"ENSG00000139644.12"	"TMBIM6"	chr12	+	49741956	49742115	49741573	49741611	49752463	49752549	12321	47,59,36	417,369,158	13,8,24	227,310,346	248	89	1.66965208326e-09	6.20377417283e-08	0.039,0.054,0.076	0.02,0.009,0.024	0.039
22628	"ENSG00000104413.15"	"ESRP1"	chr8	+	94692676	94692827	94678202	94678371	94696851	94696961	22628	300,268,118	62,52,27	492,562,701	52,27,57	240	89	1.67578229071e-09	6.21588972284e-08	0.642,0.657,0.618	0.778,0.885,0.82	-0.189
7372	"ENSG00000088367.21"	"EPB41L1"	chr20	+	36214356	36214440	36212271	36212376	36218875	36218962	7372	40,39,22	50,40,14	16,22,22	76,89,85	173	89	1.7476490255e-09	6.47138003254e-08	0.292,0.334,0.447	0.098,0.113,0.118	0.248
22447	"ENSG00000213593.9"	"TMX2"	chr11	+	57737835	57738026	57737607	57737668	57738353	57738430	22447	440,555,234	59,66,42	154,230,266	5,8,13	280	89	1.84056980768e-09	6.8038264802e-08	0.703,0.728,0.639	0.907,0.901,0.867	-0.202
14351	"ENSG00000134278.15"	"SPIRE1"	chr18	-	12485958	12486000	12479698	12479871	12493071	12493201	14351	12,27,4	55,64,35	2,3,0	54,60,63	131	89	1.9371138027e-09	7.13635360444e-08	0.129,0.223,0.072	0.025,0.033,0.0	0.122
1772	"ENSG00000169020.9"	"ATP5I"	chr4	-	673911	673966	673302	673401	674211	674338	1772	2785,2923,1224	102,135,45	1657,1729,1441	22,39,21	144	89	1.93509808177e-09	7.13635360444e-08	0.944,0.93,0.944	0.979,0.965,0.977	-0.034
2122	"ENSG00000221978.11"	"CCNL2"	chr1	-	1392789	1392803	1390765	1390865	1393395	1393460	2122	35,23,19	39,53,31	28,39,51	13,10,13	103	89	1.95714056073e-09	7.19789114203e-08	0.437,0.273,0.346	0.65,0.771,0.772	-0.379
30571	"ENSG00000169764.14"	"UGP2"	chr2	+	63842058	63842204	63840953	63841232	63856305	63856433	30571	34,36,15	140,174,76	56,71,87	106,126,135	235	89	1.97788740941e-09	7.26186390892e-08	0.084,0.073,0.07	0.167,0.176,0.196	-0.104
24159	"ENSG00000183137.14"	"CEP57L1"	chr6	+	109155790	109155877	109155229	109155307	109159024	109159102	24159	160,141,51	0,0,1	38,57,107	6,8,6	176	89	2.05588901458e-09	7.53547679083e-08	1.0,1.0,0.963	0.762,0.783,0.9	0.173
29030	"ENSG00000177119.15"	"ANO6"	chr12	+	45302013	45302093	45216119	45216391	45331294	45331423	29030	216,199,91	15,8,7	311,331,585	70,85,84	169	89	2.06561046046e-09	7.55831989772e-08	0.883,0.929,0.873	0.701,0.672,0.786	0.175
10512	"ENSG00000068745.14"	"IP6K2"	chr3	-	48708119	48708237	48695089	48695421	48717156	48717210	10512	21,10,8	97,90,42	3,0,1	81,91,93	207	89	2.07286798837e-09	7.57208539023e-08	0.085,0.046,0.076	0.016,0.0,0.005	0.062
5381	"ENSG00000164758.7"	"MED30"	chr8	+	117530722	117530827	117528650	117528809	117539882	117540262	5381	361,377,124	12,13,6	316,393,387	0,2,0	194	89	2.07996186941e-09	7.58520774666e-08	0.932,0.93,0.905	1.0,0.989,1.0	-0.074
5865	"ENSG00000152952.11"	"PLOD2"	chr3	-	146077861	146077924	146076781	146076895	146079115	146079257	5865	44,64,22	50,35,17	116,150,300	409,549,573	152	89	2.11885553547e-09	7.71405858981e-08	0.34,0.517,0.431	0.142,0.138,0.235	0.258
28272	"ENSG00000130921.7"	"C12orf65"	chr12	+	123233739	123233924	123233461	123233531	123253646	123253964	28272	7,14,8	174,178,66	24,28,26	95,66,124	274	89	2.12596351634e-09	7.72694994815e-08	0.013,0.025,0.038	0.076,0.121,0.064	-0.062
16459	"ENSG00000197568.13"	"HHLA3"	chr1	+	70366145	70366328	70354854	70355107	70366443	70366537	16459	1,1,0	7,12,2	7,20,27	6,11,18	272	89	2.13282513872e-09	7.73890421356e-08	0.045,0.027,0.0	0.276,0.373,0.329	-0.302
14440	"ENSG00000255339.6"	"RP11-411B6.6"	chr10	-	100509315	100509511	100509006	100509102	100516095	100516219	14440	25,25,12	11,21,4	56,101,100	3,8,7	285	89	2.19098905685e-09	7.93665634607e-08	0.415,0.271,0.484	0.854,0.798,0.817	-0.433
1061	"ENSG00000177954.11"	"RPS27"	chr1	+	153990913	153991034	153990762	153990802	153991114	153991223	1061	98,107,40	462,446,236	198,194,243	459,512,519	210	89	2.21359286456e-09	8.00515002205e-08	0.082,0.092,0.067	0.155,0.138,0.166	-0.073
1249	"ENSG00000214046.8"	"SMIM7"	chr19	-	16654034	16654125	16646262	16647261	16659394	16659447	1249	635,715,288	60,73,22	149,209,250	38,51,52	180	89	2.24590301912e-09	8.10845853336e-08	0.84,0.829,0.866	0.66,0.67,0.704	0.167
12392	"ENSG00000136451.8"	"VEZF1"	chr17	-	57985984	57986144	57982909	57983393	57988078	57988259	12392	21,17,8	53,73,29	2,1,9	77,72,100	249	89	2.25466911807e-09	8.12656280127e-08	0.124,0.077,0.09	0.009,0.005,0.031	0.082
12958	"ENSG00000150477.14"	"KIAA1328"	chr18	+	37084124	37084232	37066889	37067545	37160199	37160381	12958	5,1,1	0,0,0	3,0,6	7,2,1	197	89	2.28231367139e-09	8.21253799828e-08	1.0,1.0,1.0	0.162,0.0,0.731	0.702
27002	"ENSG00000099622.13"	"CIRBP"	chr19	+	1273600	1273715	1271980	1272051	1274306	1274440	27002	53,34,9	59,42,19	3,1,16	40,41,49	204	89	2.313658376e-09	8.31152035504e-08	0.282,0.261,0.171	0.032,0.011,0.125	0.182
6029	"ENSG00000107897.18"	"ACBD5"	chr10	-	27223206	27223239	27219722	27219857	27223337	27223452	6029	39,44,29	86,77,49	9,6,9	40,64,80	122	89	2.39328623586e-09	8.58333881477e-08	0.249,0.294,0.302	0.141,0.064,0.076	0.188
9014	"ENSG00000005801.16"	"ZNF195"	chr11	-	3362545	3362602	3361742	3361889	3370974	3371070	9014	10,17,5	18,19,4	0,0,0	4,6,13	146	89	2.43735798211e-09	8.72695018322e-08	0.253,0.353,0.432	0.0,0.0,0.0	0.346
14225	"ENSG00000065802.11"	"ASB1"	chr2	+	238435710	238436013	238433548	238433695	238444341	238444375	14225	214,195,74	7,19,4	145,138,206	0,0,2	392	89	2.61104426968e-09	9.33340610063e-08	0.874,0.7,0.808	1.0,1.0,0.959	-0.192
13752	"ENSG00000110917.7"	"MLEC"	chr12	+	120695094	120695152	120694823	120695000	120696315	120696353	13752	828,939,391	26,35,15	415,548,845	5,2,7	147	89	2.62578203625e-09	9.37062445951e-08	0.951,0.942,0.94	0.98,0.994,0.987	-0.043
32630	"ENSG00000177479.19"	"ARIH2"	chr3	+	48944981	48945181	48922747	48922811	48961611	48961679	32630	15,18,6	5,5,1	3,13,7	0,0,0	289	89	2.64602062483e-09	9.42731887748e-08	0.48,0.526,0.649	1.0,1.0,1.0	-0.448
5617	"ENSG00000153113.23"	"CAST"	chr5	+	96730779	96730860	96729611	96729725	96736171	96736240	5617	795,625,271	44,36,28	575,771,1214	22,10,24	170	89	2.65193322857e-09	9.43286988461e-08	0.904,0.901,0.835	0.932,0.976,0.964	-0.077
16352	"ENSG00000132341.11"	"RAN"	chr12	+	130872583	130872629	130871878	130872126	130872835	130872920	16352	5057,5074,2363	94,113,52	1940,2232,1965	82,96,86	135	89	2.67040078938e-09	9.48298719665e-08	0.973,0.967,0.968	0.94,0.939,0.938	0.03
